corpus 2bd117256d48 · engine 2026.09.13.forex-commission-usd-quote · anchor 2026-08-26 · variant baseline
folds read: fit, select · confirm: SEALED, not read (2141527 rows withheld at the door)
rows 6634732: 333052 priced · 989714 not accepted · 0 in other folds · 3004725 other variants · 73908 unfilled · 436 data-absent · 91370 held out · 0 in other years
years: all (no feed-character stratification)
control: 333052 rows reproduced their emitted realizedR at the shipped fraction 0.5 (tolerance 0.00011)
holdout: stratified-per-class-20pct — 20 markets excluded from every class pool (pinned docs/research/r4/holdout-2026-08-26.json); stamped flag: 19 markets, provenance only
engine slippage class: gapped-only — the engine that wrote this corpus slipped only gapped stop prints (FR-7); every clean stop and every expiry close printed without slippage (before 2026.09.23.stop-exit-slippage)

allocation only: the exit path is the emitted one at every fraction (the runner's protection re-arms on the TP1 touch, not on the size banked); costs are the emitted commission; spread rides in the leg prices; slippage rides only in gapped prints (FR-7). Rows without a tp1 leg price the same at every fraction.
slippage-priced: R_adj(f) = R(f) − (1−f)·S_row on tp1 rows only, where the exit is a stop print sitting at its level or an expiry print, S_row = estimatedSlippage/riskDistance at the unscaled modelled slippage (this corpus's resolver ran at modeledCostScale 1; S_row does not apply it) — a hybrid model: its slippage term follows the current resolver's market-exit rule at modeledCostScale 1 only (at scale c the resolver charges c × S_row, so the term's slope across fractions is c times this); its levels do not, because rows without a tp1 leg are never charged (they price the same at every fraction) though the resolver slips their stop and expiry prints; --exit-slippage prices the levels. The tp1 limit leg stays unslipped. same-bar = exits resolved on the TP1 touch bar itself (FR-3), which the corpus arms with zero latency and cannot price.
exit slippage: every market-order exit this corpus left unslipped is re-printed with estimatedSlippage × modeledCostScale 1 against the position, at its exit fraction (1 without a tp1 leg, ½ with one) — a stop-kind exit that did not gap (stop_loss, breakeven_stop, tp1_lock, ambiguous; FR-3's same-bar exit included) at its level ∓ s (2026.09.23.stop-exit-slippage), the review-end close at its print ∓ s (2026.09.23.expiry-exit-slippage) — priced from the legs without a re-simulate, exact to the emitted realizedR's four decimals. A stop printed off its level gapped and already carries FR-7's slippage (counted, not charged); take_profit, tp1 and entry prints do not move. 'in profit → at loss' counts expiries without a tp1 leg that FR-8 relabels once the close slips. R and E are the shipped ladder at ½.

=== FIT ===
| class | filled | tp1 rows | no-tp1 rows | shipped R (½) | banked half | runner half | costs | no-tp1 R | R(0) | R(0.25) | R(0.5) | R(0.75) | R(1) | best f | Δ best vs ½ |
| --- | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: |
| agriculture | 2512 | 1327 | 1185 | -353.0 | 326.1 | 366.2 | -84.4 | -960.9 | -312.9 | -332.9 | -353.0 | -373.0 | -393.1 | 0 | 40.1 |
| crypto | 21392 | 15239 | 6153 | 442.8 | 3594.9 | 3138.7 | -623.7 | -5667.2 | -13.4 | 214.7 | 442.8 | 670.9 | 899.0 | 1 | 456.2 |
| energies | 577 | 237 | 340 | -115.9 | 95.6 | 104.1 | -40.6 | -275.1 | -107.4 | -111.7 | -115.9 | -120.2 | -124.5 | 0 | 8.6 |
| forex | 167244 | 112868 | 54376 | 440.1 | 23051.7 | 26217.2 | -3395.9 | -45433.0 | 3605.6 | 2022.8 | 440.1 | -1142.7 | -2725.4 | 0 | 3165.5 |
| futures | 9237 | 4710 | 4527 | -1195.2 | 1146.8 | 1194.7 | -119.2 | -3417.5 | -1147.2 | -1171.2 | -1195.2 | -1219.2 | -1243.2 | 0 | 48.0 |
| indices | 280 | 132 | 148 | -14.9 | 26.6 | 29.0 | -3.1 | -67.5 | -12.5 | -13.7 | -14.9 | -16.1 | -17.3 | 0 | 2.4 |
| livestock | 340 | 205 | 135 | -11.6 | 56.5 | 66.9 | -6.9 | -128.0 | -1.2 | -6.4 | -11.6 | -16.8 | -22.0 | 0 | 10.4 |
| metals | 5497 | 3207 | 2290 | -502.8 | 650.8 | 771.2 | -67.5 | -1857.3 | -382.4 | -442.6 | -502.8 | -563.0 | -623.2 | 0 | 120.4 |
| **pooled** | 207079 | 137925 | 69154 | -1310.6 | 28949.0 | 31888.1 | -4341.2 | -57806.4 | 1628.6 | 159.0 | -1310.6 | -2780.1 | -4249.7 | 0 | 2939.2 |

--- fit · slippage-priced and same-bar ---
| class | tp1 rows | stop prints | S | R_adj(0) | R_adj(0.25) | R_adj(0.5) | R_adj(0.75) | R_adj(1) | best f (adj) | Δ_adj best vs ½ | lock exits same-bar | take_profit exits same-bar |
| --- | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: |
| agriculture | 1327 | 1009 | 68.8 | -381.8 | -384.6 | -387.4 | -390.2 | -393.1 | 0 | 5.7 | 366/701 (52.2%) | 11/208 (5.3%) |
| crypto | 15239 | 12082 | 174.2 | -187.6 | 84.0 | 355.7 | 627.3 | 899.0 | 1 | 543.3 | 7876/13122 (60.0%) | 117/673 (17.4%) |
| energies | 237 | 209 | 5.0 | -112.3 | -115.4 | -118.4 | -121.5 | -124.5 | 0 | 6.1 | 121/216 (56.0%) | 3/19 (15.8%) |
| forex | 112868 | 106626 | 1022.3 | 2583.3 | 1256.1 | -71.1 | -1398.3 | -2725.4 | 0 | 2654.4 | 58554/106932 (54.8%) | 617/4625 (13.3%) |
| futures | 4710 | 3913 | 153.8 | -1301.0 | -1286.5 | -1272.1 | -1257.6 | -1243.2 | 1 | 28.9 | 1841/3550 (51.9%) | 47/399 (11.8%) |
| indices | 132 | 120 | 2.6 | -15.1 | -15.7 | -16.2 | -16.8 | -17.3 | 0 | 1.1 | — | 1/12 (8.3%) |
| livestock | 205 | 129 | 5.4 | -6.6 | -10.4 | -14.3 | -18.2 | -22.0 | 0 | 7.7 | — | 8/63 (12.7%) |
| metals | 3207 | 3007 | 145.9 | -528.3 | -552.0 | -575.8 | -599.5 | -623.2 | 0 | 47.5 | 1656/2979 (55.6%) | 23/172 (13.4%) |
| **pooled** | 137925 | 127095 | 1578.0 | 50.6 | -1024.5 | -2099.6 | -3174.6 | -4249.7 | 0 | 2150.2 | 70414/127500 (55.2%) | 827/6171 (13.4%) |

--- fit · exit slippage (market-order exits at the current resolver's physics; class gapped-only) ---
| class | filled | stop-kind exits | clean | gapped | stop_loss | breakeven_stop | tp1_lock | ambiguous | stop charge R | expiry exits | expiry charge R | in profit → at loss | R as emitted | R, market exits slipped | E as emitted | E, market exits slipped | charge R/fill |
| --- | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: |
| agriculture | 2512 | 1795 | 1605 | 190 | 787 | 181 | 626 | 11 | -95.8 | 509 | -21.7 | 10 | -353.0 | -470.5 | -0.1405 | -0.1873 | -0.0468 |
| crypto | 21392 | 19719 | 16591 | 3128 | 4835 | 854 | 10832 | 70 | -174.8 | 1000 | -11.8 | 12 | 442.8 | 256.2 | 0.0207 | 0.0120 | -0.0087 |
| energies | 577 | 423 | 405 | 18 | 198 | 0 | 207 | 0 | -7.3 | 135 | -2.9 | 1 | -115.9 | -126.1 | -0.2009 | -0.2186 | -0.0177 |
| forex | 167244 | 148256 | 146421 | 1835 | 40691 | 0 | 105327 | 403 | -911.3 | 14363 | -94.7 | 106 | 440.1 | -565.9 | 0.0026 | -0.0034 | -0.0060 |
| futures | 9237 | 7518 | 6620 | 898 | 2802 | 532 | 3237 | 49 | -217.1 | 1320 | -45.2 | 54 | -1195.2 | -1457.4 | -0.1294 | -0.1578 | -0.0284 |
| indices | 280 | 47 | 47 | 0 | 47 | 0 | 0 | 0 | -0.9 | 221 | -3.4 | 2 | -14.9 | -19.2 | -0.0533 | -0.0687 | -0.0153 |
| livestock | 340 | 253 | 225 | 28 | 106 | 114 | 0 | 5 | -7.3 | 24 | -0.7 | 0 | -11.6 | -19.6 | -0.0341 | -0.0576 | -0.0236 |
| metals | 5497 | 4684 | 4648 | 36 | 1688 | 0 | 2951 | 9 | -159.6 | 641 | -24.2 | 41 | -502.8 | -686.6 | -0.0915 | -0.1249 | -0.0334 |
| **pooled** | 207079 | 182695 | 176562 | 6133 | 51154 | 1681 | 123180 | 547 | -1574.1 | 18213 | -204.6 | 226 | -1310.6 | -3089.2 | -0.0063 | -0.0149 | -0.0086 |

--- fit · exit slippage per market ---
| class | market | held out | filled | stop-kind exits | clean | gapped | stop_loss | breakeven_stop | tp1_lock | ambiguous | stop charge R | expiry exits | expiry charge R | in profit → at loss | R as emitted | R, market exits slipped | E as emitted | E, market exits slipped | charge R/fill |
| --- | --- | --- | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: |
| agriculture | ZCUSX | no | 710 | 521 | 463 | 58 | 198 | 0 | 262 | 3 | -22.8 | 174 | -8.4 | 1 | -140.4 | -171.5 | -0.1977 | -0.2416 | -0.0439 |
| agriculture | ZLUSX | no | 762 | 604 | 570 | 34 | 203 | 0 | 364 | 3 | -18.1 | 124 | -4.2 | 4 | -50.5 | -72.8 | -0.0663 | -0.0955 | -0.0292 |
| agriculture | ZOUSX | no | 391 | 206 | 153 | 53 | 151 | 0 | 0 | 2 | -3.7 | 109 | -1.4 | 0 | -39.3 | -44.5 | -0.1005 | -0.1138 | -0.0132 |
| agriculture | ZRUSD | no | 174 | 107 | 81 | 26 | 44 | 36 | 0 | 1 | -5.3 | 44 | -3.1 | 3 | -8.0 | -16.4 | -0.0458 | -0.0940 | -0.0482 |
| agriculture | ZSUSX | no | 475 | 357 | 338 | 19 | 191 | 145 | 0 | 2 | -45.9 | 58 | -4.6 | 2 | -114.8 | -165.4 | -0.2417 | -0.3481 | -0.1064 |
| crypto | ADAUSD | no | 1692 | 1548 | 1091 | 457 | 423 | 0 | 661 | 7 | -13.1 | 77 | -0.9 | 0 | -54.0 | -68.0 | -0.0319 | -0.0402 | -0.0083 |
| crypto | ALGOUSD | no | 329 | 295 | 164 | 131 | 123 | 39 | 0 | 2 | -4.5 | 1 | -0.0 | 0 | -180.6 | -185.1 | -0.5489 | -0.5626 | -0.0137 |
| crypto | ATOMUSD | no | 34 | 31 | 22 | 9 | 18 | 4 | 0 | 0 | -0.4 | 0 | 0.0 | 0 | -22.8 | -23.2 | -0.6720 | -0.6828 | -0.0108 |
| crypto | BCHUSD | no | 2088 | 1936 | 1810 | 126 | 666 | 0 | 1143 | 1 | -17.5 | 122 | -1.3 | 2 | -230.2 | -249.0 | -0.1103 | -0.1193 | -0.0090 |
| crypto | BTCUSD | no | 3456 | 3179 | 2545 | 634 | 508 | 0 | 2029 | 8 | -32.7 | 211 | -3.6 | 5 | 367.6 | 331.3 | 0.1064 | 0.0958 | -0.0105 |
| crypto | DOGEUSD | no | 1565 | 1446 | 1287 | 159 | 409 | 0 | 876 | 2 | -12.4 | 53 | -0.7 | 1 | 14.7 | 1.5 | 0.0094 | 0.0010 | -0.0084 |
| crypto | ETCUSD | no | 1586 | 1498 | 1234 | 264 | 266 | 0 | 965 | 3 | -10.4 | 47 | -0.6 | 0 | 179.1 | 168.1 | 0.1129 | 0.1060 | -0.0069 |
| crypto | ETHUSD | no | 3264 | 3084 | 2508 | 576 | 426 | 0 | 2075 | 7 | -19.5 | 124 | -1.3 | 2 | 558.6 | 537.8 | 0.1711 | 0.1648 | -0.0064 |
| crypto | LINKUSD | no | 607 | 339 | 320 | 19 | 319 | 0 | 0 | 1 | -4.2 | 129 | -0.9 | 0 | -11.4 | -16.5 | -0.0187 | -0.0272 | -0.0084 |
| crypto | LTCUSD | no | 2580 | 2411 | 2138 | 273 | 555 | 0 | 1576 | 7 | -16.5 | 149 | -1.5 | 1 | 63.8 | 45.7 | 0.0247 | 0.0177 | -0.0070 |
| crypto | TRXUSD | no | 1378 | 1259 | 1083 | 176 | 507 | 567 | 0 | 9 | -22.7 | 11 | -0.2 | 0 | -317.9 | -340.9 | -0.2307 | -0.2474 | -0.0166 |
| crypto | XRPUSD | no | 2081 | 2002 | 1784 | 218 | 273 | 0 | 1507 | 4 | -13.4 | 66 | -0.7 | 1 | 355.9 | 341.8 | 0.1710 | 0.1643 | -0.0068 |
| crypto | XTZUSD | no | 732 | 691 | 605 | 86 | 342 | 244 | 0 | 19 | -7.4 | 10 | -0.1 | 0 | -279.8 | -287.3 | -0.3823 | -0.3926 | -0.0103 |
| energies | WTI | no | 577 | 423 | 405 | 18 | 198 | 0 | 207 | 0 | -7.3 | 135 | -2.9 | 1 | -115.9 | -126.1 | -0.2009 | -0.2186 | -0.0177 |
| forex | AUDCAD | no | 7513 | 6759 | 6664 | 95 | 1754 | 0 | 4894 | 16 | -45.0 | 550 | -3.7 | 7 | 138.4 | 89.7 | 0.0184 | 0.0119 | -0.0065 |
| forex | AUDJPY | no | 7802 | 7010 | 6929 | 81 | 1890 | 0 | 5011 | 28 | -35.1 | 584 | -3.0 | 4 | 115.6 | 77.5 | 0.0148 | 0.0099 | -0.0049 |
| forex | AUDUSD | no | 8220 | 7303 | 7237 | 66 | 2184 | 0 | 5025 | 28 | -42.0 | 671 | -4.0 | 7 | -213.0 | -259.0 | -0.0259 | -0.0315 | -0.0056 |
| forex | CADCHF | no | 7883 | 6930 | 6804 | 126 | 1829 | 0 | 4958 | 17 | -42.1 | 760 | -4.8 | 3 | 96.6 | 49.8 | 0.0123 | 0.0063 | -0.0059 |
| forex | CADJPY | no | 7929 | 7037 | 6949 | 88 | 1958 | 0 | 4976 | 15 | -37.5 | 670 | -3.6 | 5 | 15.9 | -25.3 | 0.0020 | -0.0032 | -0.0052 |
| forex | CHFJPY | no | 7888 | 7044 | 6958 | 86 | 1945 | 0 | 4997 | 16 | -40.4 | 620 | -3.7 | 5 | 50.3 | 6.1 | 0.0064 | 0.0008 | -0.0056 |
| forex | EURAUD | no | 7907 | 7073 | 7003 | 70 | 1856 | 0 | 5124 | 23 | -44.1 | 611 | -3.9 | 2 | 141.4 | 93.4 | 0.0179 | 0.0118 | -0.0061 |
| forex | EURCAD | no | 7723 | 6789 | 6701 | 88 | 1718 | 0 | 4970 | 13 | -44.8 | 724 | -5.1 | 4 | 199.6 | 149.6 | 0.0258 | 0.0194 | -0.0065 |
| forex | EURCHF | no | 4482 | 3872 | 3821 | 51 | 1015 | 0 | 2799 | 7 | -28.9 | 526 | -4.9 | 2 | -6.3 | -40.1 | -0.0014 | -0.0089 | -0.0075 |
| forex | EURGBP | no | 7292 | 6259 | 6180 | 79 | 1708 | 0 | 4455 | 17 | -45.1 | 817 | -6.4 | 8 | 0.4 | -51.1 | 0.0001 | -0.0070 | -0.0071 |
| forex | EURJPY | no | 7830 | 6888 | 6827 | 61 | 1997 | 0 | 4814 | 16 | -39.6 | 707 | -4.3 | 1 | -72.9 | -116.8 | -0.0093 | -0.0149 | -0.0056 |
| forex | EURNZD | no | 8020 | 7271 | 7138 | 133 | 1853 | 0 | 5257 | 28 | -39.8 | 553 | -3.1 | 4 | 199.4 | 156.6 | 0.0249 | 0.0195 | -0.0053 |
| forex | GBPAUD | no | 8093 | 7200 | 7124 | 76 | 1989 | 0 | 5110 | 25 | -42.5 | 656 | -3.8 | 1 | 12.9 | -33.4 | 0.0016 | -0.0041 | -0.0057 |
| forex | GBPCHF | no | 7415 | 6478 | 6398 | 80 | 1666 | 0 | 4717 | 15 | -41.5 | 761 | -5.6 | 6 | 99.0 | 51.9 | 0.0134 | 0.0070 | -0.0064 |
| forex | GBPJPY | no | 7862 | 6919 | 6852 | 67 | 1877 | 0 | 4954 | 21 | -38.6 | 680 | -4.1 | 9 | 113.6 | 70.9 | 0.0145 | 0.0090 | -0.0054 |
| forex | GBPNZD | no | 8128 | 7320 | 7218 | 102 | 1896 | 0 | 5303 | 19 | -38.9 | 586 | -3.1 | 5 | 243.1 | 201.1 | 0.0299 | 0.0247 | -0.0052 |
| forex | GBPUSD | no | 7759 | 6698 | 6644 | 54 | 1992 | 0 | 4639 | 13 | -51.1 | 827 | -6.7 | 11 | -134.1 | -191.9 | -0.0173 | -0.0247 | -0.0075 |
| forex | NZDCAD | no | 7673 | 7017 | 6890 | 127 | 1732 | 0 | 5142 | 16 | -39.9 | 487 | -2.8 | 0 | 253.1 | 210.4 | 0.0330 | 0.0274 | -0.0056 |
| forex | NZDUSD | no | 7980 | 7129 | 7023 | 106 | 2114 | 0 | 4887 | 22 | -37.7 | 591 | -3.1 | 4 | -161.8 | -202.7 | -0.0203 | -0.0254 | -0.0051 |
| forex | USDCAD | no | 6669 | 6000 | 5933 | 67 | 1842 | 0 | 4077 | 14 | -46.1 | 514 | -4.7 | 5 | -335.6 | -386.4 | -0.0503 | -0.0579 | -0.0076 |
| forex | USDCHF | no | 7561 | 6581 | 6512 | 69 | 1892 | 0 | 4602 | 18 | -44.4 | 774 | -5.4 | 8 | -140.4 | -190.2 | -0.0186 | -0.0252 | -0.0066 |
